"";"SHP";"VUOSI";"HOITOMUOTO";"JAKSO";"KAYNTEJA";"JAKSOJA"
"940";"Pirkanmaan SHP";"2019";"Rehospitalisaatio";"2 viikkoa";191;1462
"941";"Pirkanmaan SHP";"2019";"Päivystyskäynti";"1 viikko";93;1462
"942";"Pirkanmaan SHP";"2019";"Sosiaalihuolto";"4 viikkoa";148;1462
"943";"Pirkanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";883;1462
"944";"Pirkanmaan SHP";"2019";"Yhteensä";"4 viikkoa";1084;1462
"945";"Pirkanmaan SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";152;1462
"946";"Pirkanmaan SHP";"2019";"Yhteensä (käynnit)";"1 viikko";734;1462
"947";"Pirkanmaan SHP";"2019";"Rehospitalisaatio";"4 viikkoa";310;1462
"948";"Pirkanmaan SHP";"2019";"Kuollut";"2 viikkoa";1;1462
"949";"Pirkanmaan SHP";"2019";"PTH avohoito";"2 viikkoa";748;1462
"950";"Pirkanmaan SHP";"2019";"Sosiaalihuolto";"2 viikkoa";134;1462
"951";"Pirkanmaan SHP";"2019";"ESH avohoito";"4 viikkoa";290;1462
"952";"Pirkanmaan SHP";"2019";"Yhteensä";"1 viikko";817;1462
"953";"Pirkanmaan SHP";"2019";"Sosiaalihuolto";"1 viikko";129;1462
"954";"Pirkanmaan SHP";"2019";"Kuollut";"4 viikkoa";2;1462
"955";"Pirkanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";750;1462
"956";"Pirkanmaan SHP";"2019";"Yhteensä";"2 viikkoa";972;1462
"957";"Pirkanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";596;1462
"958";"Pirkanmaan SHP";"2020";"Yhteensä";"4 viikkoa";1303;1504
"959";"Pirkanmaan SHP";"2020";"PTH avohoito";"2 viikkoa";794;1504
"960";"Pirkanmaan SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";168;1504
"961";"Pirkanmaan SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";804;1504
"962";"Pirkanmaan SHP";"2020";"Sosiaalihuolto";"4 viikkoa";151;1504
"963";"Pirkanmaan SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";456;1504
"964";"Pirkanmaan SHP";"2020";"Yhteensä";"2 viikkoa";1156;1504
"965";"Pirkanmaan SHP";"2020";"PTH avohoito";"1 viikko";605;1504
"966";"Pirkanmaan SHP";"2020";"ESH avohoito";"4 viikkoa";623;1504
"967";"Pirkanmaan SHP";"2020";"Kuollut";"2 viikkoa";3;1504
"968";"Pirkanmaan SHP";"2020";"Yhteensä";"1 viikko";936;1504
"969";"Pirkanmaan SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";617;1504
"970";"Pirkanmaan SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";84;1504
"971";"Pirkanmaan SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";129;1504
"972";"Pirkanmaan SHP";"2020";"Kuollut";"4 viikkoa";3;1504
"973";"Pirkanmaan SHP";"2020";"ESH avohoito";"1 viikko";301;1504
"974";"Pirkanmaan SHP";"2020";"ESH avohoito";"2 viikkoa";453;1504
"975";"Pirkanmaan SHP";"2020";"Kuollut";"1 viikko";2;1504
"976";"Pirkanmaan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";180;1504
"977";"Pirkanmaan SHP";"2020";"PTH avohoito";"4 viikkoa";964;1504
"978";"Pirkanmaan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";280;1504
"979";"Pirkanmaan SHP";"2020";"Sosiaalihuolto";"1 viikko";129;1504
"980";"Pirkanmaan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";141;1504
"981";"Pirkanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";689;1504
"982";"Pirkanmaan SHP";"2020";"Yhteensä (käynnit)";"1 viikko";843;1504
"983";"Pirkanmaan SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";1067;1504
"984";"Pirkanmaan SHP";"2020";"Rehospitalisaatio";"1 viikko";95;1504
"985";"Pirkanmaan SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";1242;1504
"986";"Pirkanmaan SHP";"2020";"Päivystyskäynti";"4 viikkoa";243;1504
"987";"Pirkanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";916;1504
"988";"Pirkanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";1125;1504
"989";"Pirkanmaan SHP";"2020";"Päivystyskäynti";"2 viikkoa";196;1504
"990";"Pirkanmaan SHP";"2020";"Päivystyskäynti";"1 viikko";130;1504
"991";"Pohjois-Karjalan SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";430;591
"992";"Pohjois-Karjalan SHP";"2019";"PTH avohoito";"4 viikkoa";447;591
"993";"Pohjois-Karjalan SHP";"2019";"PTH avohoito";"1 viikko";307;591
"994";"Pohjois-Karjalan SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";490;591
"995";"Pohjois-Karjalan SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";368;591
"996";"Pohjois-Karjalan SHP";"2019";"Päivystyskäynti";"2 viikkoa";41;591
"997";"Pohjois-Karjalan SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";211;591
"998";"Pohjois-Karjalan SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";301;591
"999";"Pohjois-Karjalan SHP";"2019";"Sosiaalihuolto";"4 viikkoa";49;591
"1000";"Pohjois-Karjalan SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";464;591
"1001";"Pohjois-Karjalan SHP";"2019";"Yhteensä";"4 viikkoa";530;591
"1002";"Pohjois-Karjalan SHP";"2019";"PTH avohoito";"2 viikkoa";392;591
"1003";"Pohjois-Karjalan SHP";"2019";"Yhteensä (käynnit)";"1 viikko";345;591
"1004";"Pohjois-Karjalan SHP";"2019";"Päivystyskäynti";"1 viikko";26;591
"1005";"Pohjois-Karjalan SHP";"2019";"Rehospitalisaatio";"4 viikkoa";90;591
"1006";"Pohjois-Karjalan SHP";"2019";"Päivystyskäynti";"4 viikkoa";76;591
"1007";"Pohjois-Karjalan SHP";"2019";"Sosiaalihuolto";"2 viikkoa";45;591
"1008";"Pohjois-Karjalan SHP";"2019";"ESH avohoito";"1 viikko";133;591
"1009";"Pohjois-Karjalan SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";170;591
"1010";"Pohjois-Karjalan SHP";"2019";"Sosiaalihuolto";"1 viikko";42;591
"1011";"Pohjois-Karjalan SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";113;591
"1012";"Pohjois-Karjalan SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";404;591
"1013";"Pohjois-Karjalan SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";313;591
"1014";"Pohjois-Karjalan SHP";"2019";"Yhteensä";"2 viikkoa";487;591
"1015";"Pohjois-Karjalan SHP";"2019";"Rehospitalisaatio";"1 viikko";26;591
"1016";"Pohjois-Karjalan SHP";"2019";"Rehospitalisaatio";"2 viikkoa";58;591
"1017";"Pohjois-Karjalan SHP";"2019";"Yhteensä";"1 viikko";414;591
"1018";"Pohjois-Karjalan SHP";"2019";"ESH avohoito";"2 viikkoa";171;591
"1019";"Pohjois-Karjalan SHP";"2019";"ESH avohoito";"4 viikkoa";205;591
"1020";"Pohjois-Karjalan SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";233;591
"1021";"Pohjois-Karjalan SHP";"2020";"Sosiaalihuolto";"4 viikkoa";34;605
"1022";"Pohjois-Karjalan SHP";"2020";"Yhteensä";"1 viikko";397;605
"1023";"Pohjois-Karjalan SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";387;605
"1024";"Pohjois-Karjalan SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";89;605
"1025";"Pohjois-Karjalan SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";156;605
"1026";"Pohjois-Karjalan SHP";"2020";"Yhteensä";"2 viikkoa";499;605
"1027";"Pohjois-Karjalan SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";210;605
"1028";"Pohjois-Karjalan SHP";"2020";"ESH avohoito";"2 viikkoa";177;605
"1029";"Pohjois-Karjalan SHP";"2020";"Kuollut";"1 viikko";2;605
"1030";"Pohjois-Karjalan SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";302;605
"1031";"Pohjois-Karjalan SHP";"2020";"ESH avohoito";"1 viikko";111;605
"1032";"Pohjois-Karjalan SHP";"2020";"Kuollut";"4 viikkoa";2;605
"1033";"Pohjois-Karjalan SHP";"2020";"Sosiaalihuolto";"1 viikko";23;605
"1034";"Pohjois-Karjalan SHP";"2020";"PTH avohoito";"2 viikkoa";417;605
"1035";"Pohjois-Karjalan SHP";"2020";"PTH avohoito";"4 viikkoa";484;605
"1036";"Pohjois-Karjalan SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";222;605
"1037";"Pohjois-Karjalan SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";424;605
"1038";"Pohjois-Karjalan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";28;605
"1039";"Pohjois-Karjalan SHP";"2020";"Yhteensä";"4 viikkoa";559;605
"1040";"Pohjois-Karjalan SHP";"2020";"Yhteensä (käynnit)";"1 viikko";315;605
"1041";"Pohjois-Karjalan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";81;605
"1042";"Pohjois-Karjalan SHP";"2020";"PTH avohoito";"1 viikko";320;605
"1043";"Pohjois-Karjalan SHP";"2020";"ESH avohoito";"4 viikkoa";228;605
"1044";"Pohjois-Karjalan SHP";"2020";"Kuollut";"2 viikkoa";2;605
"1045";"Pohjois-Karjalan SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";402;605
"1046";"Pohjois-Karjalan SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";485;605
"1047";"Pohjois-Karjalan SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";502;605
"1048";"Pohjois-Karjalan SHP";"2020";"Rehospitalisaatio";"1 viikko";29;605
"1049";"Pohjois-Karjalan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";49;605
"1050";"Pohjois-Karjalan SHP";"2020";"Päivystyskäynti";"1 viikko";23;605
"1051";"Pohjois-Karjalan SHP";"2020";"Päivystyskäynti";"2 viikkoa";37;605
"1052";"Pohjois-Karjalan SHP";"2020";"Päivystyskäynti";"4 viikkoa";50;605
"1053";"Pohjois-Karjalan SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";292;605
"1054";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";306;1048
"1055";"Pohjois-Pohjanmaan SHP";"2019";"Yhteensä";"4 viikkoa";931;1048
"1056";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito";"1 viikko";464;1048
"1057";"Pohjois-Pohjanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";674;1048
"1058";"Pohjois-Pohjanmaan SHP";"2019";"Sosiaalihuolto";"4 viikkoa";73;1048
"1059";"Pohjois-Pohjanmaan SHP";"2019";"Yhteensä";"2 viikkoa";846;1048
"1060";"Pohjois-Pohjanmaan SHP";"2019";"Sosiaalihuolto";"2 viikkoa";66;1048
"1061";"Pohjois-Pohjanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";781;1048
"1062";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";409;1048
"1063";"Pohjois-Pohjanmaan SHP";"2019";"Kuollut";"1 viikko";3;1048
"1064";"Pohjois-Pohjanmaan SHP";"2019";"Sosiaalihuolto";"1 viikko";59;1048
"1065";"Pohjois-Pohjanmaan SHP";"2019";"Rehospitalisaatio";"2 viikkoa";113;1048
"1066";"Pohjois-Pohjanmaan SHP";"2019";"ESH avohoito";"1 viikko";265;1048
"1067";"Pohjois-Pohjanmaan SHP";"2019";"ESH avohoito";"2 viikkoa";351;1048
"1068";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";514;1048
"1069";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito";"2 viikkoa";576;1048
"1070";"Pohjois-Pohjanmaan SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";528;1048
"1071";"Pohjois-Pohjanmaan SHP";"2019";"Rehospitalisaatio";"4 viikkoa";175;1048
"1072";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";205;1048
"1073";"Pohjois-Pohjanmaan SHP";"2019";"Rehospitalisaatio";"1 viikko";68;1048
"1074";"Pohjois-Pohjanmaan SHP";"2019";"Kuollut";"2 viikkoa";5;1048
"1075";"Pohjois-Pohjanmaan SHP";"2019";"Yhteensä (käynnit)";"1 viikko";609;1048
"1076";"Pohjois-Pohjanmaan SHP";"2019";"Yhteensä";"1 viikko";718;1048
"1077";"Pohjois-Pohjanmaan SHP";"2019";"ESH avohoito";"4 viikkoa";431;1048
"1078";"Pohjois-Pohjanmaan SHP";"2019";"Päivystyskäynti";"4 viikkoa";138;1048
"1079";"Pohjois-Pohjanmaan SHP";"2019";"Kuollut";"4 viikkoa";5;1048
"1080";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";173;1048
"1081";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito";"4 viikkoa";682;1048
"1082";"Pohjois-Pohjanmaan SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";850;1048
"1083";"Pohjois-Pohjanmaan SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";130;1048
"1084";"Pohjois-Pohjanmaan SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";747;1048
"1085";"Pohjois-Pohjanmaan SHP";"2019";"Päivystyskäynti";"2 viikkoa";104;1048
"1086";"Pohjois-Pohjanmaan SHP";"2019";"Päivystyskäynti";"1 viikko";74;1048
"1087";"Pohjois-Pohjanmaan SHP";"2020";"ESH avohoito";"4 viikkoa";481;1080
"1088";"Pohjois-Pohjanmaan SHP";"2020";"Kuollut";"2 viikkoa";4;1080
"1089";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";363;1080
"1090";"Pohjois-Pohjanmaan SHP";"2020";"Yhteensä";"1 viikko";779;1080
"1091";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito";"1 viikko";523;1080
"1092";"Pohjois-Pohjanmaan SHP";"2020";"Kuollut";"1 viikko";3;1080
"1093";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito";"2 viikkoa";640;1080
"1094";"Pohjois-Pohjanmaan SHP";"2020";"Kuollut";"4 viikkoa";5;1080
"1095";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";477;1080
"1096";"Pohjois-Pohjanmaan SHP";"2020";"Yhteensä";"2 viikkoa";902;1080
"1097";"Pohjois-Pohjanmaan SHP";"2020";"Yhteensä";"4 viikkoa";983;1080
"1098";"Pohjois-Pohjanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";762;1080
"1099";"Pohjois-Pohjanmaan SHP";"2020";"ESH avohoito";"1 viikko";313;1080
"1100";"Pohjois-Pohjanmaan SHP";"2020";"ESH avohoito";"2 viikkoa";414;1080
"1101";"Pohjois-Pohjanmaan SHP";"2020";"Rehospitalisaatio";"1 viikko";60;1080
"1102";"Pohjois-Pohjanmaan SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";920;1080
"1103";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";228;1080
"1104";"Pohjois-Pohjanmaan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";107;1080
"1105";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";149;1080
"1106";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";190;1080
"1107";"Pohjois-Pohjanmaan SHP";"2020";"Päivystyskäynti";"1 viikko";58;1080
"1108";"Pohjois-Pohjanmaan SHP";"2020";"Sosiaalihuolto";"4 viikkoa";96;1080
"1109";"Pohjois-Pohjanmaan SHP";"2020";"Yhteensä (käynnit)";"1 viikko";681;1080
"1110";"Pohjois-Pohjanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";604;1080
"1111";"Pohjois-Pohjanmaan SHP";"2020";"Sosiaalihuolto";"1 viikko";79;1080
"1112";"Pohjois-Pohjanmaan SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";859;1080
"1113";"Pohjois-Pohjanmaan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";84;1080
"1114";"Pohjois-Pohjanmaan SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";830;1080
"1115";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";616;1080
"1116";"Pohjois-Pohjanmaan SHP";"2020";"Päivystyskäynti";"2 viikkoa";89;1080
"1117";"Pohjois-Pohjanmaan SHP";"2020";"Päivystyskäynti";"4 viikkoa";120;1080
"1118";"Pohjois-Pohjanmaan SHP";"2020";"PTH avohoito";"4 viikkoa";768;1080
"1119";"Pohjois-Pohjanmaan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";170;1080
"1120";"Pohjois-Savon SHP";"2019";"Sosiaalihuolto";"4 viikkoa";60;910
"1121";"Pohjois-Savon SHP";"2019";"ESH avohoito";"2 viikkoa";504;910
"1122";"Pohjois-Savon SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";674;910
"1123";"Pohjois-Savon SHP";"2019";"ESH avohoito";"1 viikko";432;910
"1124";"Pohjois-Savon SHP";"2019";"Yhteensä";"1 viikko";671;910
"1125";"Pohjois-Savon SHP";"2019";"Sosiaalihuolto";"1 viikko";42;910
"1126";"Pohjois-Savon SHP";"2019";"Sosiaalihuolto";"2 viikkoa";49;910
"1127";"Pohjois-Savon SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";583;910
"1128";"Pohjois-Savon SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";58;910
"1129";"Pohjois-Savon SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";759;910
"1130";"Pohjois-Savon SHP";"2019";"Rehospitalisaatio";"1 viikko";75;910
"1131";"Pohjois-Savon SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";263;910
"1132";"Pohjois-Savon SHP";"2019";"Yhteensä";"4 viikkoa";814;910
"1133";"Pohjois-Savon SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";74;910
"1134";"Pohjois-Savon SHP";"2019";"Päivystyskäynti";"4 viikkoa";94;910
"1135";"Pohjois-Savon SHP";"2019";"ESH avohoito";"4 viikkoa";577;910
"1136";"Pohjois-Savon SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";46;910
"1137";"Pohjois-Savon SHP";"2019";"Kuollut";"2 viikkoa";1;910
"1138";"Pohjois-Savon SHP";"2019";"Rehospitalisaatio";"2 viikkoa";143;910
"1139";"Pohjois-Savon SHP";"2019";"Rehospitalisaatio";"4 viikkoa";227;910
"1140";"Pohjois-Savon SHP";"2019";"Yhteensä";"2 viikkoa";750;910
"1141";"Pohjois-Savon SHP";"2019";"Kuollut";"1 viikko";1;910
"1142";"Pohjois-Savon SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";437;910
"1143";"Pohjois-Savon SHP";"2019";"Kuollut";"4 viikkoa";2;910
"1144";"Pohjois-Savon SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";339;910
"1145";"Pohjois-Savon SHP";"2019";"Yhteensä (käynnit)";"1 viikko";623;910
"1146";"Pohjois-Savon SHP";"2019";"Päivystyskäynti";"1 viikko";42;910
"1147";"Pohjois-Savon SHP";"2019";"Päivystyskäynti";"2 viikkoa";65;910
"1148";"Pohjois-Savon SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";711;910
"1149";"Pohjois-Savon SHP";"2019";"PTH avohoito";"2 viikkoa";443;910
"1150";"Pohjois-Savon SHP";"2019";"PTH avohoito";"4 viikkoa";542;910
"1151";"Pohjois-Savon SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";785;910
"1152";"Pohjois-Savon SHP";"2019";"PTH avohoito";"1 viikko";358;910
"1153";"Pohjois-Savon SHP";"2020";"ESH avohoito";"2 viikkoa";391;764
"1154";"Pohjois-Savon SHP";"2020";"ESH avohoito";"1 viikko";303;764
"1155";"Pohjois-Savon SHP";"2020";"Kuollut";"2 viikkoa";2;764
"1156";"Pohjois-Savon SHP";"2020";"Yhteensä";"2 viikkoa";615;764
"1157";"Pohjois-Savon SHP";"2020";"Yhteensä (käynnit)";"1 viikko";478;764
"1158";"Pohjois-Savon SHP";"2020";"Yhteensä";"1 viikko";517;764
"1159";"Pohjois-Savon SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";313;764
"1160";"Pohjois-Savon SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";446;764
"1161";"Pohjois-Savon SHP";"2020";"Yhteensä";"4 viikkoa";663;764
"1162";"Pohjois-Savon SHP";"2020";"Kuollut";"1 viikko";2;764
"1163";"Pohjois-Savon SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";583;764
"1164";"Pohjois-Savon SHP";"2020";"ESH avohoito";"4 viikkoa";441;764
"1165";"Pohjois-Savon SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";554;764
"1166";"Pohjois-Savon SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";611;764
"1167";"Pohjois-Savon SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";25;764
"1168";"Pohjois-Savon SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";224;764
"1169";"Pohjois-Savon SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";36;764
"1170";"Pohjois-Savon SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";47;764
"1171";"Pohjois-Savon SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";405;764
"1172";"Pohjois-Savon SHP";"2020";"Sosiaalihuolto";"4 viikkoa";50;764
"1173";"Pohjois-Savon SHP";"2020";"PTH avohoito";"4 viikkoa";485;764
"1174";"Pohjois-Savon SHP";"2020";"Päivystyskäynti";"1 viikko";27;764
"1175";"Pohjois-Savon SHP";"2020";"Päivystyskäynti";"2 viikkoa";48;764
"1176";"Pohjois-Savon SHP";"2020";"Päivystyskäynti";"4 viikkoa";71;764
"1177";"Pohjois-Savon SHP";"2020";"Rehospitalisaatio";"1 viikko";80;764
"1178";"Pohjois-Savon SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";636;764
"1179";"Pohjois-Savon SHP";"2020";"PTH avohoito";"1 viikko";298;764
"1180";"Pohjois-Savon SHP";"2020";"PTH avohoito";"2 viikkoa";394;764
"1181";"Pohjois-Savon SHP";"2020";"Sosiaalihuolto";"1 viikko";39;764
"1182";"Pohjois-Savon SHP";"2020";"Sosiaalihuolto";"2 viikkoa";46;764
"1183";"Pohjois-Savon SHP";"2020";"Rehospitalisaatio";"4 viikkoa";195;764
"1184";"Pohjois-Savon SHP";"2020";"Rehospitalisaatio";"2 viikkoa";146;764
"1185";"Pohjois-Savon SHP";"2020";"Kuollut";"4 viikkoa";2;764
"1186";"Päijät-Hämeen SHP";"2019";"ESH avohoito";"2 viikkoa";410;634
"1187";"Päijät-Hämeen SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";247;634
"1188";"Päijät-Hämeen SHP";"2019";"Päivystyskäynti";"4 viikkoa";80;634
"1189";"Päijät-Hämeen SHP";"2019";"ESH avohoito";"4 viikkoa";439;634
"1190";"Päijät-Hämeen SHP";"2019";"Sosiaalihuolto";"1 viikko";30;634
"1191";"Päijät-Hämeen SHP";"2019";"Sosiaalihuolto";"2 viikkoa";35;634
"1192";"Päijät-Hämeen SHP";"2019";"Sosiaalihuolto";"4 viikkoa";43;634
"1193";"Päijät-Hämeen SHP";"2019";"ESH avohoito";"1 viikko";348;634
"1194";"Päijät-Hämeen SHP";"2019";"Päivystyskäynti";"1 viikko";36;634
"1195";"Päijät-Hämeen SHP";"2019";"Päivystyskäynti";"2 viikkoa";54;634
"1196";"Päijät-Hämeen SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";36;634
"1197";"Päijät-Hämeen SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";185;634
"1198";"Päijät-Hämeen SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";477;634
"1199";"Päijät-Hämeen SHP";"2019";"Rehospitalisaatio";"1 viikko";48;634
"1200";"Päijät-Hämeen SHP";"2019";"Yhteensä";"1 viikko";460;634
"1201";"Päijät-Hämeen SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";51;634
"1202";"Päijät-Hämeen SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";18;634
"1203";"Päijät-Hämeen SHP";"2019";"Kuollut";"1 viikko";2;634
"1204";"Päijät-Hämeen SHP";"2019";"Kuollut";"2 viikkoa";2;634
"1205";"Päijät-Hämeen SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";409;634
"1206";"Päijät-Hämeen SHP";"2019";"Rehospitalisaatio";"2 viikkoa";81;634
"1207";"Päijät-Hämeen SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";132;634
"1208";"Päijät-Hämeen SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";519;634
"1209";"Päijät-Hämeen SHP";"2019";"Kuollut";"4 viikkoa";4;634
"1210";"Päijät-Hämeen SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";499;634
"1211";"Päijät-Hämeen SHP";"2019";"PTH avohoito";"4 viikkoa";332;634
"1212";"Päijät-Hämeen SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";539;634
"1213";"Päijät-Hämeen SHP";"2019";"Yhteensä";"4 viikkoa";565;634
"1214";"Päijät-Hämeen SHP";"2019";"PTH avohoito";"2 viikkoa";265;634
"1215";"Päijät-Hämeen SHP";"2019";"Yhteensä";"2 viikkoa";525;634
"1216";"Päijät-Hämeen SHP";"2019";"Yhteensä (käynnit)";"1 viikko";437;634
"1217";"Päijät-Hämeen SHP";"2019";"PTH avohoito";"1 viikko";207;634
"1218";"Päijät-Hämeen SHP";"2019";"Rehospitalisaatio";"4 viikkoa";117;634
"1219";"Päijät-Hämeen SHP";"2020";"Yhteensä";"2 viikkoa";576;711
"1220";"Päijät-Hämeen SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";506;711
"1221";"Päijät-Hämeen SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";27;711
"1222";"Päijät-Hämeen SHP";"2020";"Yhteensä";"1 viikko";483;711
"1223";"Päijät-Hämeen SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";238;711
"1224";"Päijät-Hämeen SHP";"2020";"Yhteensä";"4 viikkoa";629;711
"1225";"Päijät-Hämeen SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";78;711
"1226";"Päijät-Hämeen SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";409;711
"1227";"Päijät-Hämeen SHP";"2020";"Päivystyskäynti";"1 viikko";33;711
"1228";"Päijät-Hämeen SHP";"2020";"ESH avohoito";"1 viikko";308;711
"1229";"Päijät-Hämeen SHP";"2020";"ESH avohoito";"2 viikkoa";392;711
